Address	Length	Type	String
.rdata:0000000142DA87A0	0000004A	C	Unsupported proxy '%s', libcurl is built without the HTTPS-proxy support.
.rdata:0000000142DA87F0	0000000C	C	localhost%s
.rdata:0000000142DA8800	00000010	C	memory shortage
.rdata:0000000142DA8810	00000009	C	no_proxy
.rdata:0000000142DA8820	00000009	C	NO_PROXY
.rdata:0000000142DA8830	00000030	C	space-separated NOPROXY patterns are deprecated
.rdata:0000000142DA8860	00000007	C	.netrc
.rdata:0000000142DA8868	00000035	C	Couldn't find host %s in the %s file; using defaults
.rdata:0000000142DA88A0	00000014	C	.netrc parser error
.rdata:0000000142DA88B8	0000000A	C	anonymous
.rdata:0000000142DA88C8	00000010	C	ftp@example.com
.rdata:0000000142DA88E0	0000002C	C	Please URL encode %% as %%25, see RFC 6874.
.rdata:0000000142DA8910	0000001C	C	Invalid IPv6 address format
.rdata:0000000142DA8930	00000034	C	No valid port number in connect to host string (%s)
.rdata:0000000142DA8964	00000007	C	%s%s%s
.rdata:0000000142DA8970	0000001B	C	Connecting to hostname: %s
.rdata:0000000142DA8990	00000017	C	Connecting to port: %d
.rdata:0000000142DA89A8	0000002F	C	Alt-svc connecting from [%s]%s:%d to [%s]%s:%d
.rdata:0000000142DA89D8	00000020	C	Unix socket path too long: '%s'
.rdata:0000000142DA89F8	0000001C	C	Couldn't resolve proxy '%s'
.rdata:0000000142DA8A18	00000037	C	Failed to resolve host '%s' with timeout after %lld ms
.rdata:0000000142DA8A50	0000001B	C	Could not resolve host: %s
.rdata:0000000142DA8A70	0000000B	C	localhost/
.rdata:0000000142DA8A7C	00000006	C	proxy
.rdata:0000000142DA8A90	00000028	C	Re-using existing connection with %s %s
.rdata:0000000142DA8AB8	00000029	C	No more connections allowed to host: %zu
.rdata:0000000142DA8AE8	00000022	C	No connections available in cache
.rdata:0000000142DA8B10	0000001A	C	No connections available.
.rdata:0000000142DA8B30	0000002C	C	NTLM picked AND auth done set, clear picked
.rdata:0000000142DA8B60	00000032	C	NTLM-proxy picked AND auth done set, clear picked
.rdata:0000000142DA8BB8	0000001A	C	recv: no filter connected
.rdata:0000000142DA8BD8	0000001A	C	send: no filter connected
.rdata:0000000142DA8BF4	00000006	C	added
.rdata:0000000142DA8C18	00000006	C	[%s]
.rdata:0000000142DA8CB0	00000009	C	download
.rdata:0000000142DA8CC0	00000032	C	Write callback asked for PAUSE when not supported
.rdata:0000000142DA8CF8	00000026	C	Failure writing output to destination
.rdata:0000000142DA8D20	00000016	C	Failed writing header
.rdata:0000000142DA8D40	0000005B	C	Excess found writing body: excess = %zu, size = %lld, maxdownload = %lld, bytecount = %lld
.rdata:0000000142DA8DA0	0000003E	C	Exceeded the maximum allowed file size (%lld) with %lld bytes
.rdata:0000000142DA8DE0	0000000F	C	HAPPY-EYEBALLS
.rdata:0000000142DA8E20	00000006	C	SETUP
.rdata:0000000142DA8E38	0000000A	C	%s failed
.rdata:0000000142DA8E48	0000002A	C	%s connect timeout after %lldms, move on!
.rdata:0000000142DA8E78	0000001F	C	%s connect -> %d, connected=%d
.rdata:0000000142DA8E98	00000008	C	%s done
.rdata:0000000142DA8EA0	0000000F	C	%s trying next
.rdata:0000000142DA8EB0	00000021	C	Connection timeout after %lld ms
.rdata:0000000142DA8ED8	0000001D	C	%s starting (timeout=%lldms)
.rdata:0000000142DA8EF8	00000016	C	all eyeballers failed
.rdata:0000000142DA8F10	00000020	C	%s assess started=%d, result=%d
.rdata:0000000142DA8F30	00000032	C	Failed to connect to %s port %u after %lld ms: %s
.rdata:0000000142DA8F68	00000014	C	Connection time-out
.rdata:0000000142DA8F80	0000001C	C	created %s (timeout %lldms)
.rdata:0000000142DA8FA0	0000001B	C	adjust_pollset -> %d socks
.rdata:0000000142DA8FC0	0000001A	C	query connect reply: %dms
.rdata:0000000142DA8FE0	00000008	C	destroy
.rdata:0000000142DA8FE8	0000001E	C	unsupported transport type %d
.rdata:0000000142DA9010	00000042	C	haproxy protocol not support with SSL encryption in place (QUIC?)
.rdata:0000000142DA9054	00000007	C	Digest
.rdata:0000000142DA905C	00000007	C	Proxy-
.rdata:0000000142DA9068	0000001D	C	%sAuthorization: Digest %s\r\n
.rdata:0000000142DA9088	0000000D	C	iphlpapi.dll
.rdata:0000000142DA9098	0000000F	C	if_nametoindex
.rdata:0000000142DA90A8	00000009	C	kernel32
.rdata:0000000142DA90B8	0000000F	C	LoadLibraryExA
.rdata:0000000142DA90C8	00000010	C	AddDllDirectory
.rdata:0000000142DA90E8	0000002C	C	%10s %512s %u %10s %512s %u \"%64[^\"]\" %u %u
.rdata:0000000142DA9118	0000003D	C	%s %s%s%s %u %s %s%s%s %u \"%d%02d%02d %02d:%02d:%02d\" %u %d\n
.rdata:0000000142DA9160	00000076	C	# Your alt-svc cache. https://curl.se/docs/alt-svc.html\n# This file was generated by libcurl! Edit at your own risk.\n
.rdata:0000000142DA91D8	00000024	C	Excessive alt-svc header, ignoring.
.rdata:0000000142DA91FC	00000006	C	clear
.rdata:0000000142DA9208	00000019	C	0123456789abcdefABCDEF:.
.rdata:0000000142DA9228	00000027	C	Excessive alt-svc host name, ignoring.
.rdata:0000000142DA9250	00000027	C	Unknown alt-svc port number, ignoring.
.rdata:0000000142DA9280	00000008	C	persist
.rdata:0000000142DA9288	0000001D	C	Added alt-svc: %s:%d over %s
.rdata:0000000142DA92A8	00000009	C	max-age=
.rdata:0000000142DA92B8	00000012	C	includesubdomains
.rdata:0000000142DA92D0	0000001A	C	%d%02d%02d %02d:%02d:%02d
.rdata:0000000142DA92F0	0000000A	C	unlimited
.rdata:0000000142DA9300	00000022	C	%s%s \"%d%02d%02d %02d:%02d:%02d\"\n
.rdata:0000000142DA9328	0000000B	C	%s%s \"%s\"\n
.rdata:0000000142DA9340	00000070	C	# Your HSTS cache. https://curl.se/docs/hsts.html\n# This file was generated by libcurl! Edit at your own risk.\n
.rdata:0000000142DA93B0	00000010	C	%256s \"%64[^\"]\"
.rdata:0000000142DA93C7	00000005	C	\a\b\t\n\v
.rdata:0000000142DA93E0	0000005F	C	 !\"#$%&'()*+,-./0123456789:;<=>?@ABCDEFGHIJKLMNOPQRSTUVWXYZ[\\]^_`ABCDEFGHIJKLMNOPQRSTUVWXYZ{|}~
.rdata:0000000142DA94C7	00000005	C	\a\b\t\n\v
.rdata:0000000142DA94E0	0000005F	C	 !\"#$%&'()*+,-./0123456789:;<=>?@abcdefghijklmnopqrstuvwxyz[\\]^_`abcdefghijklmnopqrstuvwxyz{|}~
.rdata:0000000142DA96A0	00000008	C	deflate
.rdata:0000000142DA96A8	00000007	C	x-gzip
.rdata:0000000142DA96B0	00000009	C	identity
.rdata:0000000142DA96C0	00000009	C	ce-error
.rdata:0000000142DA96D0	0000002E	C	Error while processing content unencoding: %s
.rdata:0000000142DA9700	0000005A	C	Error while processing content unencoding: Unknown failure within decompression software.
.rdata:0000000142DA9760	00000008	C	1.2.0.4
.rdata:0000000142DA9770	0000004E	C	Unrecognized content encoding type. libcurl understands %s content encodings.
.rdata:0000000142DA97C0	00000008	C	chunked
.rdata:0000000142DA97C8	00000036	C	Reject response due to more than %u content encodings
.rdata:0000000142DA9800	0000003B	C	Moving trailers state machine from initialized to sending.
.rdata:0000000142DA9840	0000002F	C	operation aborted by trailing headers callback
.rdata:0000000142DA9870	00000020	C	Successfully compiled trailers.
.rdata:0000000142DA9890	0000001E	C	operation aborted by callback
.rdata:0000000142DA98B0	00000031	C	Read callback asked for PAUSE when not supported
.rdata:0000000142DA98E8	00000023	C	read function returned funny value
.rdata:0000000142DA990C	00000006	C	%zx%s
.rdata:0000000142DA9918	00000030	C	Signaling end of chunked upload after trailers.
.rdata:0000000142DA9948	00000037	C	Signaling end of chunked upload via terminating chunk.
.rdata:0000000142DA9980	00000029	C	The requested document is not new enough
.rdata:0000000142DA99B0	00000029	C	The requested document is not old enough
.rdata:0000000142DA99E0	00000037	C	Excess found: excess = %zu url = %s (zero-length body)
.rdata:0000000142DA9A18	0000002A	C	Failed reading the chunked-encoded stream
.rdata:0000000142DA9A48	00000017	C	%s in chunked-encoding
.rdata:0000000142DA9A60	00000027	C	Leftovers after chunking: % lldu bytes
.rdata:0000000142DA9A88	00000038	C	we are done reading and this is set to close, stop send
.rdata:0000000142DA9AC0	0000001F	C	Failed to alloc scratch buffer
.rdata:0000000142DA9AE0	00000024	C	We are completely uploaded and fine
.rdata:0000000142DA9B08	0000001B	C	select/poll returned error
.rdata:0000000142DA9B28	0000001E	C	Done waiting for 100-continue
.rdata:0000000142DA9B48	00000032	C	transfer closed with %lld bytes remaining to read
.rdata:0000000142DA9B80	00000035	C	transfer closed with outstanding read data remaining
.rdata:0000000142DA9BB8	0000000B	C	No URL set
.rdata:0000000142DA9BC8	00000027	C	cannot mix POSTFIELDS with RESUME_FROM
.rdata:0000000142DA9BF0	00000011	C	User-Agent: %s\r\n
.rdata:0000000142DA9C08	00000030	C	The redirect target URL could not be parsed: %s
.rdata:0000000142DA9C38	0000002C	C	Clear auth, redirects to port from %u to %u
.rdata:0000000142DA9C68	0000002B	C	Clear auth, redirects scheme from %s to %s
.rdata:0000000142DA9C98	00000021	C	Maximum (%ld) redirects followed
.rdata:0000000142DA9CC0	00000028	C	Issue another request to this URL: '%s'
.rdata:0000000142DA9CE8	00000018	C	Switch from POST to GET
.rdata:0000000142DA9D00	0000000D	C	Switch to %s
.rdata:0000000142DA9D10	00000029	C	REFUSED_STREAM, retrying a fresh connect
.rdata:0000000142DA9D40	00000031	C	Connection died, tried %d times before giving up
.rdata:0000000142DA9D78	0000003C	C	Connection died, retrying a fresh connect (retry count: %d)
.rdata:0000000142DA9DB8	0000001E	C	state.rewindbeforesend = TRUE
.rdata:0000000142DA9DD8	00000025	C	0123456789abcdefghijklmnopqrstuvwxyz
.rdata:0000000142DA9E00	00000025	C	0123456789ABCDEFGHIJKLMNOPQRSTUVWXYZ
.rdata:0000000142DA9E28	00000006	C	(nil)
.rdata:0000000142DA9E30	00000006	C	(nil)
.rdata:0000000142DA9E50	00000028	C	Hostname in DNS cache was stale, zapped
.rdata:0000000142DA9E78	00000039	C	Hostname in DNS cache doesn't have needed family, zapped
.rdata:0000000142DA9EB8	00000017	C	Shuffling %i addresses
.rdata:0000000142DA9ED4	00000007	C	.onion
.rdata:0000000142DA9EE0	00000008	C	.onion.
.rdata:0000000142DA9EE8	00000028	C	Not resolving .onion address (RFC 7686)
.rdata:0000000142DA9F10	00000023	C	Hostname %s was found in DNS cache
.rdata:0000000142DA9F38	0000000B	C	.localhost
.rdata:0000000142DA9F48	0000002E	C	Bad syntax CURLOPT_RESOLVE removal entry '%s'
.rdata:0000000142DA9F78	00000023	C	Resolve address '%s' found illegal
.rdata:0000000142DA9FA0	0000002A	C	Couldn't parse CURLOPT_RESOLVE entry '%s'
.rdata:0000000142DA9FD0	0000002A	C	RESOLVE %.*s:%d - old addresses discarded
.rdata:0000000142DAA000	00000011	C	 (non-permanent)
.rdata:0000000142DAA018	00000020	C	Added %.*s:%d:%s to DNS cache%s
.rdata:0000000142DAA038	0000001C	C	RESOLVE *:%d using wildcard
.rdata:0000000142DAA054	00000007	C	(none)
.rdata:0000000142DAA060	00000019	C	Host %s:%d was resolved.
.rdata:0000000142DAA080	00000018	C	too many IP, can't show
.rdata:0000000142DAA098	00000009	C	IPv6: %s
.rdata:0000000142DAA0A8	00000009	C	IPv4: %s
.rdata:0000000142DAA0B8	00000019	C	Could not resolve %s: %s
.rdata:0000000142DAA110	00000012	C	Transfer-Encoding
.rdata:0000000142DAA128	0000000B	C	Connection
.rdata:0000000142DAA138	00000011	C	Proxy-Connection
.rdata:0000000142DAA150	00000008	C	Upgrade
.rdata:0000000142DAA158	0000000B	C	Keep-Alive
.rdata:0000000142DAA298	00000006	C	HTTPS
.rdata:0000000142DAA2A0	00000006	C	%s:%s
.rdata:0000000142DAA2A8	0000001C	C	%sAuthorization: Basic %s\r\n
.rdata:0000000142DAA2C8	0000001B	C	Authorization: Bearer %s\r\n
.rdata:0000000142DAA2E8	0000001F	C	Rewind stream before next send
.rdata:0000000142DAA308	0000002F	C	NTLM send, close instead of sending %lld bytes
.rdata:0000000142DAA338	00000034	C	NEGOTIATE send, close instead of sending %lld bytes
.rdata:0000000142DAA370	00000026	C	Please rewind output before next send
.rdata:0000000142DAA398	0000001A	C	Forcing HTTP/1.1 for NTLM
.rdata:0000000142DAA3B8	00000025	C	The requested URL returned error: %d
.rdata:0000000142DAA3E0	0000000A	C	AWS_SIGV4
.rdata:0000000142DAA3F0	0000000A	C	Negotiate
.rdata:0000000142DAA408	00000014	C	Proxy-authorization
.rdata:0000000142DAA420	0000000E	C	Authorization
.rdata:0000000142DAA430	00000006	C	Basic
.rdata:0000000142DAA438	00000007	C	Bearer
.rdata:0000000142DAA440	00000006	C	Proxy
.rdata:0000000142DAA448	00000007	C	Server
.rdata:0000000142DAA450	00000020	C	%s auth using %s with user '%s'
.rdata:0000000142DAA470	00000027	C	Authentication problem. Ignoring this.
.rdata:0000000142DAA498	00000027	C	Ignoring duplicate digest auth header.
.rdata:0000000142DAA4C0	00000018	C	Empty reply from server
.rdata:0000000142DAA4E0	00000007	C	Expect
.rdata:0000000142DAA4E8	0000000D	C	100-continue
.rdata:0000000142DAA4F8	00000008	C	Expect:
.rdata:0000000142DAA500	00000017	C	Expect: 100-continue\r\n
.rdata:0000000142DAA518	0000002F	C	Malformatted trailing header, skipping trailer
.rdata:0000000142DAA548	00000006	C	Host:
.rdata:0000000142DAA550	0000000E	C	Content-Type:
.rdata:0000000142DAA560	00000010	C	Content-Length:
.rdata:0000000142DAA570	0000000C	C	Connection:
.rdata:0000000142DAA580	00000013	C	Transfer-Encoding:
.rdata:0000000142DAA598	0000000F	C	Authorization:
.rdata:0000000142DAA5A8	00000008	C	Cookie:
.rdata:0000000142DAA5B8	00000012	C	Invalid TIMEVALUE
.rdata:0000000142DAA5D0	00000012	C	If-Modified-Since
.rdata:0000000142DAA5E8	00000014	C	If-Unmodified-Since
.rdata:0000000142DAA600	0000000E	C	Last-Modified
.rdata:0000000142DAA610	00000029	C	%s: %s, %02d %s %4d %02d:%02d:%02d GMT\r\n
.rdata:0000000142DAA640	0000000B	C	User-Agent
.rdata:0000000142DAA650	0000000A	C	Host:%s\r\n
.rdata:0000000142DAA660	0000000F	C	Host: %s%s%s\r\n
.rdata:0000000142DAA670	00000012	C	Host: %s%s%s:%d\r\n
.rdata:0000000142DAA688	00000007	C	;type=
.rdata:0000000142DAA690	00000009	C	;type=%c
.rdata:0000000142DAA6A0	0000002B	C	Chunky upload is not supported by HTTP 1.0
.rdata:0000000142DAA6D0	0000001D	C	Transfer-Encoding: chunked\r\n
.rdata:0000000142DAA6F0	0000000F	C	Content-Length
.rdata:0000000142DAA700	00000017	C	Content-Length: %lld\r\n
.rdata:0000000142DAA718	0000001B	C	Failed sending PUT request
.rdata:0000000142DAA738	00000016	C	Content-Length: 0\r\n\r\n
.rdata:0000000142DAA750	0000001C	C	Failed sending POST request
.rdata:0000000142DAA770	00000032	C	Content-Type: application/x-www-form-urlencoded\r\n
.rdata:0000000142DAA7AC	00000006	C	0\r\n\r\n
.rdata:0000000142DAA7B8	00000021	C	Failed sending HTTP POST request
.rdata:0000000142DAA7E0	0000001C	C	Failed sending HTTP request
.rdata:0000000142DAA7FC	00000007	C	Cookie
.rdata:0000000142DAA808	00000009	C	Cookie:
.rdata:0000000142DAA818	0000003E	C	Restricted outgoing cookies due to header size, '%s' not sent
.rdata:0000000142DAA858	00000008	C	%s%s=%s
.rdata:0000000142DAA868	00000006	C	Range
.rdata:0000000142DAA870	00000012	C	Range: bytes=%s\r\n
.rdata:0000000142DAA888	0000000E	C	Content-Range
.rdata:0000000142DAA898	00000023	C	Content-Range: bytes 0-%lld/%lld\r\n
.rdata:0000000142DAA8C0	00000023	C	Content-Range: bytes %s%lld/%lld\r\n
.rdata:0000000142DAA8E8	0000001F	C	Content-Range: bytes %s/%lld\r\n
.rdata:0000000142DAA908	00000016	C	Could not seek stream
.rdata:0000000142DAA920	0000002A	C	Could only read %lld bytes from the input
.rdata:0000000142DAA950	00000021	C	File already completely uploaded
.rdata:0000000142DAA978	0000001B	C	Ignoring the response-body
.rdata:0000000142DAA998	0000002A	C	The entire document is already downloaded
.rdata:0000000142DAA9D0	00000040	C	HTTP server doesn't seem to support byte ranges. Cannot resume.
.rdata:0000000142DAAA10	0000001E	C	Simulate an HTTP 304 response
.rdata:0000000142DAAA38	0000001F	C	Connection: %s%sTE\r\nTE: gzip\r\n
.rdata:0000000142DAAA58	00000006	C	%s?%s
.rdata:0000000142DAAA60	00000008	C	Referer
.rdata:0000000142DAAA68	0000000E	C	Referer: %s\r\n
.rdata:0000000142DAAA78	00000010	C	Accept-Encoding
.rdata:0000000142DAAA88	00000016	C	Accept-Encoding: %s\r\n
.rdata:0000000142DAAAA0	00000007	C	Accept
.rdata:0000000142DAAAA8	0000000E	C	Accept: */*\r\n
.rdata:0000000142DAAAC0	00000009	C	Alt-Used
.rdata:0000000142DAAAD0	00000012	C	Alt-Used: %s:%d\r\n
.rdata:0000000142DAAAE8	0000001F	C	Proxy-Connection: Keep-Alive\r\n
.rdata:0000000142DAAB08	00000023	C	 HTTP/%s\r\n%s%s%s%s%s%s%s%s%s%s%s%s
.rdata:0000000142DAAB30	00000033	C	upload completely sent off: %lld out of %lld bytes
.rdata:0000000142DAAB64	00000006	C	HTTP/
.rdata:0000000142DAAB6C	00000006	C	RTSP/
.rdata:0000000142DAAB78	0000001F	C	Overflow Content-Length: value
.rdata:0000000142DAAB98	0000001E	C	Invalid Content-Length: value
.rdata:0000000142DAABB8	0000000B	C	keep-alive
.rdata:0000000142DAABC8	00000012	C	Proxy-Connection:
.rdata:0000000142DAABE0	0000002C	C	HTTP/1.0 proxy connection set to keep alive
.rdata:0000000142DAAC10	00000024	C	HTTP/1.1 proxy connection set close
.rdata:0000000142DAAC38	00000026	C	HTTP/1.0 connection set to keep alive
.rdata:0000000142DAAC60	00000012	C	Content-Encoding:
.rdata:0000000142DAAC78	0000000D	C	Retry-After:
.rdata:0000000142DAAC88	0000000F	C	Content-Range:
.rdata:0000000142DAAC98	0000000F	C	Last-Modified:
.rdata:0000000142DAACA8	00000012	C	WWW-Authenticate:
.rdata:0000000142DAACC0	00000014	C	Proxy-authenticate:
.rdata:0000000142DAACD8	00000011	C	Persistent-Auth:
.rdata:0000000142DAACF0	00000030	C	Negotiate: noauthpersist -> %d, header part: %s
.rdata:0000000142DAAD20	0000000A	C	Location:
.rdata:0000000142DAAD30	0000001B	C	Strict-Transport-Security:
.rdata:0000000142DAAD50	0000001B	C	Illegal STS header skipped
.rdata:0000000142DAAD70	00000009	C	Alt-Svc:
.rdata:0000000142DAAD80	00000022	C	HTTP 1.0, assume close after body
.rdata:0000000142DAADA8	00000013	C	Nul byte in header
.rdata:0000000142DAADC0	00000015	C	Header without colon
.rdata:0000000142DAADD8	00000025	C	Too large response headers: %zu > %u
.rdata:0000000142DAAE00	00000023	C	Received HTTP/0.9 when not allowed
.rdata:0000000142DAAE28	00000022	C	Received 101, Switching to HTTP/2
.rdata:0000000142DAAE50	00000038	C	no chunk, no close, no size. Assume close to signal end
.rdata:0000000142DAAE88	00000036	C	Connection closure while negotiating auth (HTTP 1.0?)
.rdata:0000000142DAAEC0	0000002D	C	Got HTTP failure 417 while waiting for a 100
.rdata:0000000142DAAEF0	00000028	C	Got HTTP failure 417 while sending data
.rdata:0000000142DAAF18	0000002C	C	HTTP error before end of send, keep sending
.rdata:0000000142DAAF48	0000002C	C	HTTP error before end of send, stop sending
.rdata:0000000142DAAF78	00000025	C	Keep sending data to get tossed away
.rdata:0000000142DAAFA0	0000002A	C	Unsupported HTTP/1 subversion in response
.rdata:0000000142DAAFD0	00000025	C	Unsupported HTTP version in response
.rdata:0000000142DAAFF8	0000002B	C	Unsupported response code in HTTP response
.rdata:0000000142DAB028	0000002D	C	Unsupported HTTP version (%u.%d) in response
.rdata:0000000142DAB058	00000021	C	Lying server, not serving HTTP/2
.rdata:0000000142DAB080	00000008	C	CONNECT
.rdata:0000000142DAB088	00000007	C	total
.rdata:0000000142DAB090	00000009	C	rwx-tTsS
.rdata:0000000142DAB0A0	0000000C	C	0123456789-
.rdata:0000000142DAB0B0	0000000F	C	APM0123456789:
.rdata:0000000142DAB0C0	00000006	C	<DIR>
.rdata:0000000142DAB0D8	00000014	C	%2lld:%02lld:%02lld
.rdata:0000000142DAB0F0	0000000F	C	%3lldd %02lldh
.rdata:0000000142DAB100	00000007	C	%7lldd
.rdata:0000000142DAB108	00000006	C	%5lld
.rdata:0000000142DAB110	00000007	C	%4lldk
.rdata:0000000142DAB118	0000000D	C	%2lld.%0lldM
.rdata:0000000142DAB128	00000007	C	%4lldM
.rdata:0000000142DAB130	0000000D	C	%2lld.%0lldG
.rdata:0000000142DAB140	00000007	C	%4lldG
.rdata:0000000142DAB148	00000007	C	%4lldT
.rdata:0000000142DAB150	00000007	C	%4lldP
.rdata:0000000142DAB158	0000002E	C	** Resuming transfer from byte position %lld\n
.rdata:0000000142DAB190	000000A2	C	  %% Total    %% Received %% Xferd  Average Speed   Time    Time     Time  Current\n                                 Dload  Upload   Total   Spent    Left  Speed\n
.rdata:0000000142DAB238	00000032	C	\r%3lld %s  %3lld %s  %3lld %s  %s  %s %s %s %s %s
.rdata:0000000142DAB270	00000011	C	Callback aborted
.rdata:0000000142DAB290	0000004D	C	Operation too slow. Less than %ld bytes/sec transferred the last %ld seconds
.rdata:0000000142DAB77C	00000007	C	Monday
.rdata:0000000142DAB788	00000008	C	Tuesday
.rdata:0000000142DAB790	0000000A	C	Wednesday
.rdata:0000000142DAB7A0	00000009	C	Thursday
.rdata:0000000142DAB7AC	00000007	C	Friday
.rdata:0000000142DAB7B8	00000009	C	Saturday
